scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification	lsid
Strobilidium spiralis	(Leegaard, 1915) Lynn & Montagnes, 1988	Species	101236	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101236	Strobilidium	101185	unaccepted	341692	Pelagostrobilidium spirale	(Leegaard, 1915) Petz, Song & Wilbert, 1995	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Strobilidiidae	Strobilidium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Strobilidiina - [Family] Strobilidiidae - [Genus] Strobilidium - [Species] Strobilidium spiralis	urn:lsid:marinespecies.org:taxname:101236
Laboea strobila	Lohmann, 1908	Species	101264	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101264	Laboea	101190	accepted	101264	Laboea strobila	Lohmann, 1908	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Tontoniidae	Laboea	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Tontoniidae - [Genus] Laboea - [Species] Laboea strobila	urn:lsid:marinespecies.org:taxname:101264
Spirostrombidium sauerbreyae	(Kahl, 1932) Petz, Song & Wilbert, 1995	Species	101273	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101273	Spirostrombidium	101194	accepted	101273	Spirostrombidium sauerbreyae	(Kahl, 1932) Petz, Song & Wilbert, 1995	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Spirostrombidium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Spirostrombidium - [Species] Spirostrombidium sauerbreyae	urn:lsid:marinespecies.org:taxname:101273
Strombidium conicum	(Lohmann, 1908) Wulff, 1919	Species	101289	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101289	Strombidium	101195	accepted	101289	Strombidium conicum	(Lohmann, 1908) Wulff, 1919	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Strombidium - [Species] Strombidium conicum	urn:lsid:marinespecies.org:taxname:101289
Strombidium sulcatum	Clapar�de & Lachmann, 1859	Species	101335	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101335	Strombidium	101195	accepted	101335	Strombidium sulcatum	Clapar�de & Lachmann, 1859	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Strombidium - [Species] Strombidium sulcatum	urn:lsid:marinespecies.org:taxname:101335
Strombidium vestitum	(Leegaard, 1915) Kahl, 1932	Species	101342	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101342	Strombidium	101195	accepted	101342	Strombidium vestitum	(Leegaard, 1915) Kahl, 1932	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Strombidium - [Species] Strombidium vestitum	urn:lsid:marinespecies.org:taxname:101342
Caprellidae	Leach, 1814	Family	101361	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101361	Caprelloidea	196121	accepted	101361	Caprellidae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Caprelloidea - [Family] Caprellidae	urn:lsid:marinespecies.org:taxname:101361
Ampeliscidae	Kr�yer, 1842	Family	101364	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101364	Synopioidea	1055693	accepted	101364	Ampeliscidae	Kr�yer, 1842	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae	urn:lsid:marinespecies.org:taxname:101364
Amphilochidae	Boeck, 1871	Family	101365	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101365	Amphilochoidea	1055688	accepted	101365	Amphilochidae	Boeck, 1871	Animalia	Arthropoda	Malacostraca	Amphipoda	Amphilochidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Amphilochidira - [Superfamily] Amphilochoidea - [Family] Amphilochidae	urn:lsid:marinespecies.org:taxname:101365
Aoridae	Stebbing, 1899	Family	101368	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101368	Aoroidea	716532	accepted	101368	Aoridae	Stebbing, 1899	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Aoroidea - [Family] Aoridae	urn:lsid:marinespecies.org:taxname:101368
Corophiidae	Leach, 1814	Family	101376	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101376	Corophioidea	716535	accepted	101376	Corophiidae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Corophioidea - [Family] Corophiidae	urn:lsid:marinespecies.org:taxname:101376
Gammaridae	Latreille, 1802	Family	101383	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101383	Gammaroidea	720708	accepted	101383	Gammaridae	Latreille, 1802	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Gammarida - [Parvorder] Gammaridira - [Superfamily] Gammaroidea - [Family] Gammaridae	urn:lsid:marinespecies.org:taxname:101383
Haustoriidae	Stebbing, 1906	Family	101384	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101384	Haustorioidea	1055695	accepted	101384	Haustoriidae	Stebbing, 1906	Animalia	Arthropoda	Malacostraca	Amphipoda	Haustoriidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Haustoriidira - [Superfamily] Haustorioidea - [Family] Haustoriidae	urn:lsid:marinespecies.org:taxname:101384
Isaeidae	Dana, 1852	Family	101388	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101388	Isaeoidea	716956	accepted	101388	Isaeidae	Dana, 1852	Animalia	Arthropoda	Malacostraca	Amphipoda	Isaeidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Isaeoidea - [Family] Isaeidae	urn:lsid:marinespecies.org:taxname:101388
Ischyroceridae	Stebbing, 1899	Family	101389	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101389	Photoidea	716961	accepted	101389	Ischyroceridae	Stebbing, 1899	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Photoidea - [Family] Ischyroceridae	urn:lsid:marinespecies.org:taxname:101389
Lysianassidae	Dana, 1849	Family	101395	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101395	Lysianassoidea	176788	accepted	101395	Lysianassidae	Dana, 1849	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Lysianassidira - [Superfamily] Lysianassoidea - [Family] Lysianassidae	urn:lsid:marinespecies.org:taxname:101395
Melitidae	Bousfield, 1973	Family	101397	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101397	Hadzioidea	719496	accepted	101397	Melitidae	Bousfield, 1973	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Hadziida - [Parvorder] Hadziidira - [Superfamily] Hadzioidea - [Family] Melitidae	urn:lsid:marinespecies.org:taxname:101397
Oedicerotidae	Lilljeborg, 1865	Family	101400	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101400	Oedicerotoidea	1055683	accepted	101400	Oedicerotidae	Lilljeborg, 1865	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Oedicerotidira - [Superfamily] Oedicerotoidea - [Family] Oedicerotidae	urn:lsid:marinespecies.org:taxname:101400
Phoxocephalidae	G.O. Sars, 1891	Family	101403	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101403	Haustorioidea	1055695	accepted	101403	Phoxocephalidae	G.O. Sars, 1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Haustoriidira - [Superfamily] Haustorioidea - [Family] Phoxocephalidae	urn:lsid:marinespecies.org:taxname:101403
Pleustidae	Buchholz, 1874	Family	101404	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101404	Amphilochoidea	1055688	accepted	101404	Pleustidae	Buchholz, 1874	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Amphilochidira - [Superfamily] Amphilochoidea - [Family] Pleustidae	urn:lsid:marinespecies.org:taxname:101404
Podoceridae	Leach, 1814	Family	101405	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101405	Caprelloidea	196121	accepted	101405	Podoceridae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Amphipoda	Podoceridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Caprelloidea - [Family] Podoceridae	urn:lsid:marinespecies.org:taxname:101405
Stegocephalidae	Dana, 1852	Family	101408	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101408	Stegocephaloidea	1055698	accepted	101408	Stegocephalidae	Dana, 1852	Animalia	Arthropoda	Malacostraca	Amphipoda	Stegocephalidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Lysianassidira - [Superfamily] Stegocephaloidea - [Family] Stegocephalidae	urn:lsid:marinespecies.org:taxname:101408
Hyperiidae	Dana, 1852	Family	101417	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101417	Phronimoidea	155696	accepted	101417	Hyperiidae	Dana, 1852	Animalia	Arthropoda	Malacostraca	Amphipoda	Hyperiidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Hyperiidea - [Infraorder] Physocephalata - [Parvorder] Physocephalatidira - [Superfamily] Phronimoidea - [Family] Hyperiidae	urn:lsid:marinespecies.org:taxname:101417
Caprella	Lamarck, 1801	Genus	101430	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101430	Caprellinae	430770	accepted	101430	Caprella	Lamarck, 1801	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Caprellidira - [Superfamily] Caprelloidea - [Family] Caprellidae - [Subfamily] Caprellinae - [Genus] Caprella	urn:lsid:marinespecies.org:taxname:101430
Ampelisca	Kr�yer, 1842	Genus	101445	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101445	Ampeliscidae	101364	accepted	101445	Ampelisca	Kr�yer, 1842	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Ampelisca	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae - [Genus] Ampelisca	urn:lsid:marinespecies.org:taxname:101445
Byblis	Boeck, 1871	Genus	101446	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101446	Ampeliscidae	101364	accepted	101446	Byblis	Boeck, 1871	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Byblis	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae - [Genus] Byblis	urn:lsid:marinespecies.org:taxname:101446
Haploops	Liljeborg, 1856	Genus	101447	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101447	Ampeliscidae	101364	accepted	101447	Haploops	Liljeborg, 1856	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Haploops	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Lysianassida - [Parvorder] Synopiidira - [Superfamily] Synopioidea - [Family] Ampeliscidae - [Genus] Haploops	urn:lsid:marinespecies.org:taxname:101447
Amphilochoides	G.O. Sars, 1892	Genus	101448	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101448	Amphilochidae	101365	accepted	101448	Amphilochoides	G.O. Sars, 1892	Animalia	Arthropoda	Malacostraca	Amphipoda	Amphilochidae	Amphilochoides	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Amphilochidea - [Infraorder] Amphilochida - [Parvorder] Amphilochidira - [Superfamily] Amphilochoidea - [Family] Amphilochidae - [Genus] Amphilochoides	urn:lsid:marinespecies.org:taxname:101448
Lembos	Spence Bate, 1857	Genus	101469	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101469	Aoridae	101368	accepted	101469	Lembos	Spence Bate, 1857	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Lembos	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Aoroidea - [Family] Aoridae - [Genus] Lembos	urn:lsid:marinespecies.org:taxname:101469
Microdeutopus	A. Costa, 1853	Genus	101471	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101471	Aoridae	101368	accepted	101471	Microdeutopus	A. Costa, 1853	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Microdeutopus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Aoroidea - [Family] Aoridae - [Genus] Microdeutopus	urn:lsid:marinespecies.org:taxname:101471
Corophium	Latreille, 1806	Genus	101489	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101489	Corophiini	431323	accepted	101489	Corophium	Latreille, 1806	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Corophium	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Corophiida - [Parvorder] Corophiidira - [Superfamily] Corophioidea - [Family] Corophiidae - [Subfamily] Corophiinae - [Tribe] Corophiini - [Genus] Corophium	urn:lsid:marinespecies.org:taxname:101489
Apherusa	Walker, 1891	Genus	101509	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101509	Calliopiidae	146744	accepted	101509	Apherusa	Walker, 1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Calliopiidae	Apherusa	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Hadziida - [Parvorder] Hadziidira - [Superfamily] Calliopioidea - [Family] Calliopiidae - [Genus] Apherusa	urn:lsid:marinespecies.org:taxname:101509
